Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Combinatorics	Graph theory	unit-distance graph	graph geometry		construction	UNIT-DISTANCE GRAPH; UNIT-DISTANCE GRAPHS
Algebra	Inequalities and optimization	symmetric variables	UVW method	UVW	extremal reduction	UVW FLAVOR; UVW/BOUNDARY EXTREMAL; UVW/EQUALIZATION; UVW/EXTREMAL REDUCTION
Algebra	Polynomials and algebraic manipulation	determinant / product	Vandermonde product	Vandermonde determinant	computation	VANDERMONDE DETERMINANT; VANDERMONDE-TYPE PRODUCT
Geometry	Synthetic and metric geometry	midpoint parallelogram	Varignon construction	Varignon theorem	construction	VARIGNON; VARIGNON PARALLELOGRAM
Geometry	Geometry-flavored algebra	vector configuration	vector bash; coordinate geometry		computation	VECTOR BASH; VECTOR/COORDINATE GEOMETRY; VECTORS/BARYCENTRICS
Algebra	Inequalities and optimization	vector inequality	norm / area / determinant optimization		inequality proof	VECTOR INEQUALITIES; VECTOR/AREA INEQUALITIES; VECTOR/DETERMINANT OPTIMIZATION
Algebra	Polynomials and algebraic manipulation	polynomial roots	Vieta / root sums	Vieta	coefficient comparison	VIETA/ROOT SUMS
Geometry	Synthetic and metric geometry	equilateral triangle	distance sum	Viviani theorem	theorem application	VIVIANI THEOREM
Combinatorics	Games, strategies, and processes	weighing puzzle	weighing strategy		strategy	WEIGHING; WEIGHING PUZZLES; WEIGHING STRATEGY
Algebra	Extremal methods, monotonicity, and invariants	weighted potential	weighted invariant		invariant	WEIGHTED EXTREMAL PRINCIPLE; WEIGHTED INVARIANT; WEIGHTED POTENTIALS
Combinatorics	Combinatorial algebra and counting	weighted graph	weighted counting		counting	WEIGHTED COMPLETE GRAPHS; WEIGHTED COUNTING; WEIGHTED GRAPH BOUND
Combinatorics	Algorithms, automata, words, and constructive combinatorics	word	automaton; rewriting; substitution		encoding	WORD REWRITING; WORDS & SUBSTITUTIONS; WORDS/AUTOMATA
Algebra	Algebraic structures and linear algebra	word in matrix	matrix word method		structure	WORDS IN MATRICES
Algebra	Equations, substitutions, and transformations	zero set	zero forcing / zero structure		case split	ZERO ANALYSIS; ZERO CASES; ZERO FORCING; ZERO-SET STRUCTURE
Number Theory	Additive and multiplicative number theory	zero-sum set	zero-sum argument		obstruction	ZERO-SUM CONSTRAINT; ZERO-SUM-FREE WORDS; ZERO-SUM/DFT VIEW
Geometry	Convex and discrete geometry	zonotope	support function / vector sum		construction	ZONOTOPES
