Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Number Theory	Diophantine equations and integer constraints	exponents	exponent replacement			EXPONENT REPLACEMENT
Number Theory	Diophantine equations and integer constraints	exponents	exponent tuning			EXPONENT TUNING
Algebra	Functional equations	exponents, exponential expressions		Cauchy exponential equation		EXPONENTIAL CAUCHY ON Q
Algebra	Inequalities and optimization	exponents, exponential expressions	convexity			EXPONENTIAL CONVEXITY
Algebra	Algebraic manipulation and equations	exponential denominators				EXPONENTIAL DENOMINATORS
Number Theory	Diophantine equations and integer constraints	exponents, exponential equations				EXPONENTIAL EQUATIONS
Number Theory	Diophantine equations and integer constraints	exponential forms				EXPONENTIAL FORMS
Algebra	Algebraic manipulation and equations	exponential gaps				EXPONENTIAL GAPS
Algebra	Sequences, recurrences, and series	exponents, exponential generating functions	generating functions			EXPONENTIAL GENERATING FUNCTIONS
Algebra	Extremal methods, monotonicity, and invariants	exponents, exponential expressions				EXPONENTIAL GROWTH
Algebra	Inequalities and optimization	exponents, exponential expressions				EXPONENTIAL INEQUALITIES
Algebra	Sequences, recurrences, and series	exponents, exponential sequences, sequences				EXPONENTIAL SEQUENCES
Algebra	Polynomials and algebraic manipulation	exponents, exponential expressions	substitution			EXPONENTIAL SUBSTITUTION
Algebra	Algebraic manipulation and equations	exponential weights	weighting			EXPONENTIAL WEIGHTS
Geometry	Euclidean geometry	exponents, exponential/logarithmic relations, exponential expressions				EXPONENTIAL/LOGARITHM
Algebra, Number Theory	Number-theoretic algebra	exponents				EXPONENTS
Combinatorics	Combinatorial structures and processes	expression complexity				EXPRESSION COMPLEXITY
Geometry	Euclidean geometry	exsimilicenters				EXSIMILICENTERS
Algebra	Algebraic manipulation and equations	extension property				EXTENSION PROPERTY
Geometry	Geometry-flavored algebra	extouch triangle/coordinates				EXTOUCH COORDINATES
Algebra	Extremal methods, monotonicity, and invariants	intersecting set family	extremal argument	Erdos-Ko-Rado theorem		EXTREMAL (EKR-STYLE)
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, minimality		minimality	EXTREMAL / MINIMALITY
Algebra	Extremal methods, monotonicity, and invariants	permutation patterns, geometric combinatorics	extremal argument			EXTREMAL / PERMUTATION PATTERNS / GEOMETRIC COMBINATORICS
Algebra	Extremal methods, monotonicity, and invariants	2-3 point supports	extremal argument			EXTREMAL 2-3 POINT SUPPORTS
Algebra	Extremal methods, monotonicity, and invariants	altitudes	extremal argument			EXTREMAL ALTITUDES
Algebra	Extremal methods, monotonicity, and invariants	angle	extremal argument			EXTREMAL ANGLE
Algebra	Extremal methods, monotonicity, and invariants	angles	extremal argument			EXTREMAL ANGLES
Algebra	Extremal methods, monotonicity, and invariants	area, packing	extremal argument, packing			EXTREMAL AREA/PACKING
Algebra	Extremal methods, monotonicity, and invariants	areas	extremal argument			EXTREMAL AREAS
Algebra	Extremal methods, monotonicity, and invariants		extremal argument			EXTREMAL ARGUMENTS
Algebra	Extremal methods, monotonicity, and invariants	array	extremal argument			EXTREMAL ARRAY
Algebra	Extremal methods, monotonicity, and invariants	averages	extremal argument			EXTREMAL AVERAGES
Algebra	Discrete functions, floors, rounding, and base representation	binary arrays	extremal argument			EXTREMAL BINARY ARRAYS
Algebra	Extremal methods, monotonicity, and invariants	bipartite graph	extremal argument			EXTREMAL BIPARTITE GRAPH
Algebra	Extremal methods, monotonicity, and invariants	bipartite graphs	extremal argument			EXTREMAL BIPARTITE GRAPHS
Algebra	Extremal methods, monotonicity, and invariants	blocks	extremal argument			EXTREMAL BLOCKS
Algebra	Extremal methods, monotonicity, and invariants	board placement	extremal argument			EXTREMAL BOARD PLACEMENT
Algebra	Extremal methods, monotonicity, and invariants	board problems	extremal argument			EXTREMAL BOARD PROBLEMS
Algebra	Extremal methods, monotonicity, and invariants	board tiling	extremal argument, tiling			EXTREMAL BOARD TILING
Algebra	Extremal methods, monotonicity, and invariants	bounding	extremal argument		bound	EXTREMAL BOUNDING
Algebra	Extremal methods, monotonicity, and invariants		extremal argument		bound	EXTREMAL BOUNDS
Algebra	Extremal methods, monotonicity, and invariants	casework	extremal argument, casework			EXTREMAL CASEWORK
Algebra	Extremal methods, monotonicity, and invariants	cell	extremal argument			EXTREMAL CELL
Algebra	Extremal methods, monotonicity, and invariants	certificates	extremal argument		certificate	EXTREMAL CERTIFICATES
Algebra	Extremal methods, monotonicity, and invariants	characterization	extremal argument		classification	EXTREMAL CHARACTERIZATION
Algebra	Extremal methods, monotonicity, and invariants	chords	extremal argument			EXTREMAL CHORDS
Algebra	Polynomials and algebraic manipulation	coefficients	extremal argument			EXTREMAL COEFFICIENTS
Algebra	Extremal methods, monotonicity, and invariants	colouring	extremal argument, coloring			EXTREMAL COLOURING
Algebra	Discrete functions, floors, rounding, and base representation	combinatorics; ordered set systems; induction, dyadic structure	extremal argument, induction, dyadic decomposition		inductive step	EXTREMAL COMBINATORICS; ORDERED SET SYSTEMS; INDUCTION/DYADIC STRUCTURE
Algebra	Extremal methods, monotonicity, and invariants	configurations, convexity, coloring	extremal argument, coloring, convexity			EXTREMAL CONFIGURATIONS / CONVEXITY / COLORING
Algebra	Extremal methods, monotonicity, and invariants	configurations, double counting, grids	extremal argument, double counting			EXTREMAL CONFIGURATIONS / DOUBLE COUNTING / GRIDS
Algebra	Extremal methods, monotonicity, and invariants	constants	extremal argument			EXTREMAL CONSTANTS
Algebra	Extremal methods, monotonicity, and invariants	constraints	extremal argument			EXTREMAL CONSTRAINTS
Algebra	Extremal methods, monotonicity, and invariants	construction in zn\mathbb{z}^nzn	extremal argument		construction	EXTREMAL CONSTRUCTION IN ZN\MATHBB{Z}^NZN
Algebra	Extremal methods, monotonicity, and invariants	convolution	extremal argument			EXTREMAL CONVOLUTION
Algebra	Extremal methods, monotonicity, and invariants	counterexample	extremal argument		counterexample	EXTREMAL COUNTEREXAMPLE
Algebra	Extremal methods, monotonicity, and invariants	cut condition	extremal argument		criterion	EXTREMAL CUT CONDITION
Algebra	Extremal methods, monotonicity, and invariants	cutting	extremal argument			EXTREMAL CUTTING
Algebra	Extremal methods, monotonicity, and invariants	degree bounds	extremal argument		bound	EXTREMAL DEGREE BOUNDS
Algebra	Extremal methods, monotonicity, and invariants	diagonals	extremal argument			EXTREMAL DIAGONALS
Algebra	Extremal methods, monotonicity, and invariants	digraphs	extremal argument			EXTREMAL DIGRAPHS
Algebra	Extremal methods, monotonicity, and invariants	directions	extremal argument			EXTREMAL DIRECTIONS
Algebra	Extremal methods, monotonicity, and invariants	distinct values	extremal argument			EXTREMAL DISTINCT VALUES
Algebra	Extremal methods, monotonicity, and invariants	distribution	extremal argument			EXTREMAL DISTRIBUTION
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, double counting			EXTREMAL DOUBLE COUNTING
Algebra	Extremal methods, monotonicity, and invariants	edges, edges in convex bipartite graphs	extremal argument			EXTREMAL EDGES IN CONVEX BIPARTITE GRAPHS
Algebra	Extremal methods, monotonicity, and invariants	equality	extremal argument		equality case	EXTREMAL EQUALITY
Algebra	Inequalities and optimization	functional inequality	extremal argument			EXTREMAL FUNCTIONAL INEQUALITY
Algebra	Extremal methods, monotonicity, and invariants	functions	extremal argument			EXTREMAL FUNCTIONS
Algebra	Extremal methods, monotonicity, and invariants	gap	extremal argument			EXTREMAL GAP
Algebra	Extremal methods, monotonicity, and invariants	geometric configuration, classical theorem	extremal argument			EXTREMAL GEOMETRY/CLASSICAL THEOREM
Algebra	Extremal methods, monotonicity, and invariants	graph	extremal argument	Turan theorem, Mantel theorem		EXTREMAL GRAPH (TUR‚àö√ÖN/MANTEL)
Algebra	Extremal methods, monotonicity, and invariants	graph coloring	extremal argument, coloring			EXTREMAL GRAPH COLORING
Algebra	Extremal methods, monotonicity, and invariants	geometry configuration, graph geometry	extremal argument			EXTREMAL GRAPH GEOMETRY
Algebra	Extremal methods, monotonicity, and invariants	graph labeling	extremal argument			EXTREMAL GRAPH LABELING
Algebra	Extremal methods, monotonicity, and invariants	graphs, diameter two	extremal argument			EXTREMAL GRAPHS / DIAMETER TWO
Algebra	Extremal methods, monotonicity, and invariants	grid, weighted coloring, double counting	extremal argument, double counting, weighting, coloring			EXTREMAL GRID / WEIGHTED COLORING / DOUBLE COUNTING
Algebra	Extremal methods, monotonicity, and invariants	grid packing	extremal argument, packing			EXTREMAL GRID PACKING
Algebra	Extremal methods, monotonicity, and invariants	guarantee	extremal argument		existence guarantee	EXTREMAL GUARANTEE
Algebra	Extremal methods, monotonicity, and invariants	hypergraphs	extremal argument			EXTREMAL HYPERGRAPHS
Algebra	Extremal methods, monotonicity, and invariants	image sets	extremal argument			EXTREMAL IMAGE SETS
Algebra	Extremal methods, monotonicity, and invariants	incidence	extremal argument			EXTREMAL INCIDENCE
Algebra	Extremal methods, monotonicity, and invariants	increments	extremal argument			EXTREMAL INCREMENTS
Algebra	Extremal methods, monotonicity, and invariants	independent sets	extremal argument			EXTREMAL INDEPENDENT SETS
Algebra	Extremal methods, monotonicity, and invariants	index	extremal argument			EXTREMAL INDEX
Algebra	Extremal methods, monotonicity, and invariants	initial pairing	extremal argument, pairing			EXTREMAL INITIAL PAIRING
Algebra	Extremal methods, monotonicity, and invariants	initial resource	extremal argument			EXTREMAL INITIAL RESOURCE
Algebra	Extremal methods, monotonicity, and invariants	integers	extremal argument			EXTREMAL INTEGERS
Algebra	Extremal methods, monotonicity, and invariants	integral	extremal argument			EXTREMAL INTEGRAL
Algebra	Extremal methods, monotonicity, and invariants	interval argument	extremal argument			EXTREMAL INTERVAL ARGUMENT
Algebra	Extremal methods, monotonicity, and invariants	kernel	extremal argument			EXTREMAL KERNEL
Algebra	Extremal methods, monotonicity, and invariants	labeling	extremal argument			EXTREMAL LABELING
Algebra	Extremal methods, monotonicity, and invariants	lattice	extremal argument			EXTREMAL LATTICE
Algebra	Extremal methods, monotonicity, and invariants	layering	extremal argument, layering			EXTREMAL LAYERING
Algebra	Extremal methods, monotonicity, and invariants	leaves	extremal argument			EXTREMAL LEAVES
Algebra	Extremal methods, monotonicity, and invariants	linearization	extremal argument			EXTREMAL LINEARIZATION
Algebra	Extremal methods, monotonicity, and invariants	matching	extremal argument			EXTREMAL MATCHING
Algebra	Extremal methods, monotonicity, and invariants	max-min	extremal argument			EXTREMAL MAX-MIN
Algebra	Extremal methods, monotonicity, and invariants	measure	extremal argument			EXTREMAL MEASURE
Algebra	Extremal methods, monotonicity, and invariants	metric	extremal argument			EXTREMAL METRIC
Algebra	Extremal methods, monotonicity, and invariants	minimal-counterexample	extremal argument, minimal counterexample		counterexample	EXTREMAL MINIMAL-COUNTEREXAMPLE
Algebra	Extremal methods, monotonicity, and invariants	extremal minimality	extremal argument, minimality			EXTREMAL MINIMALITY
Algebra	Extremal methods, monotonicity, and invariants	monomial	extremal argument			EXTREMAL MONOMIAL
Algebra	Extremal methods, monotonicity, and invariants	move choice	extremal argument			EXTREMAL MOVE CHOICE
Algebra	Extremal methods, monotonicity, and invariants	multisets	extremal argument			EXTREMAL MULTISETS
Algebra	Extremal methods, monotonicity, and invariants	object	extremal argument			EXTREMAL OBJECT
Algebra	Extremal methods, monotonicity, and invariants	obstruction	extremal argument		obstruction	EXTREMAL OBSTRUCTION
Algebra	Extremal methods, monotonicity, and invariants	on cyclic orders	extremal argument			EXTREMAL ON CYCLIC ORDERS
Algebra	Extremal methods, monotonicity, and invariants	operations	extremal argument			EXTREMAL OPERATIONS
Algebra	Extremal methods, monotonicity, and invariants	pairing	extremal argument, pairing			EXTREMAL PAIRING
Algebra	Extremal methods, monotonicity, and invariants	parallelogram	extremal argument			EXTREMAL PARALLELOGRAM
Algebra	Extremal methods, monotonicity, and invariants	partitions	extremal argument			EXTREMAL PARTITIONS
Algebra	Extremal methods, monotonicity, and invariants	path sum	extremal argument			EXTREMAL PATH SUM
Algebra	Extremal methods, monotonicity, and invariants	paths	extremal argument			EXTREMAL PATHS
Algebra	Extremal methods, monotonicity, and invariants	pattern	extremal argument			EXTREMAL PATTERN
Algebra	Extremal methods, monotonicity, and invariants	perimeter	extremal argument			EXTREMAL PERIMETER
Algebra	Extremal methods, monotonicity, and invariants	permutation	extremal argument			EXTREMAL PERMUTATION
Algebra	Extremal methods, monotonicity, and invariants	placement	extremal argument			EXTREMAL PLACEMENT
Algebra	Extremal methods, monotonicity, and invariants	play	extremal argument			EXTREMAL PLAY
Algebra	Extremal methods, monotonicity, and invariants	point choice	extremal argument			EXTREMAL POINT CHOICE
Algebra	Extremal methods, monotonicity, and invariants	polygon	extremal argument			EXTREMAL POLYGON
Algebra	Extremal methods, monotonicity, and invariants	polygons	extremal argument			EXTREMAL POLYGONS
Algebra	Extremal methods, monotonicity, and invariants	posets	extremal argument			EXTREMAL POSETS
Algebra	Extremal methods, monotonicity, and invariants		extremal principle			EXTREMAL PRINCIPLE (EV)
Algebra	Extremal methods, monotonicity, and invariants	product	extremal argument			EXTREMAL PRODUCT
Algebra	Extremal methods, monotonicity, and invariants	quadratic forms	extremal argument			EXTREMAL QUADRATIC FORMS
Algebra	Extremal methods, monotonicity, and invariants	ratio	extremal argument			EXTREMAL RATIO
Algebra	Extremal methods, monotonicity, and invariants	real sets	extremal argument			EXTREMAL REAL SETS
Algebra	Sequences, recurrences, and series	recurrence	extremal argument			EXTREMAL RECURRENCE
Algebra	Extremal methods, monotonicity, and invariants		extremal argument		reduction	EXTREMAL REDUCTION
Algebra	Extremal methods, monotonicity, and invariants	regions	extremal argument			EXTREMAL REGIONS
Algebra	Extremal methods, monotonicity, and invariants	scheduling	extremal argument			EXTREMAL SCHEDULING
Algebra	Extremal methods, monotonicity, and invariants	score function	extremal argument			EXTREMAL SCORE FUNCTION
Algebra	Extremal methods, monotonicity, and invariants	set functions	extremal argument			EXTREMAL SET FUNCTIONS
Algebra	Extremal methods, monotonicity, and invariants	distance graph, sets	extremal argument			EXTREMAL SETS / DISTANCE GRAPH
Algebra	Extremal methods, monotonicity, and invariants	side lengths	extremal argument			EXTREMAL SIDE LENGTHS
Algebra	Extremal methods, monotonicity, and invariants	signs	extremal argument			EXTREMAL SIGNS
Algebra	Extremal methods, monotonicity, and invariants	small cases	extremal argument, casework			EXTREMAL SMALL CASES
Algebra	Inequalities and optimization	smoothing	extremal argument, smoothing			EXTREMAL SMOOTHING
Algebra	Extremal methods, monotonicity, and invariants	stability	extremal argument		stability	EXTREMAL STABILITY
Algebra	Extremal methods, monotonicity, and invariants	subgraphs	extremal argument			EXTREMAL SUBGRAPHS
Algebra	Extremal methods, monotonicity, and invariants	sublattices	extremal argument			EXTREMAL SUBLATTICES
Algebra	Extremal methods, monotonicity, and invariants	subset swap	extremal argument, swap argument			EXTREMAL SUBSET SWAP
Algebra	Extremal methods, monotonicity, and invariants	support	extremal argument			EXTREMAL SUPPORT
Algebra	Extremal methods, monotonicity, and invariants	swapping	extremal argument, swap argument			EXTREMAL SWAPPING
Algebra	Extremal methods, monotonicity, and invariants	testing	extremal argument		verification	EXTREMAL TESTING
Algebra	Extremal methods, monotonicity, and invariants	extremal thinking	extremal argument			EXTREMAL THINKING
Algebra	Extremal methods, monotonicity, and invariants	threshold	extremal argument			EXTREMAL THRESHOLD
Algebra	Extremal methods, monotonicity, and invariants	trajectories	extremal argument			EXTREMAL TRAJECTORIES
Algebra	Extremal methods, monotonicity, and invariants	transitivity	extremal argument, transitivity			EXTREMAL TRANSITIVITY
Algebra	Extremal methods, monotonicity, and invariants	under fixed sum	extremal argument			EXTREMAL UNDER FIXED SUM
Algebra	Inequalities and optimization	value	extremal argument			EXTREMAL VALUE
Algebra	Extremal methods, monotonicity, and invariants	variance	extremal argument, variance estimate			EXTREMAL VARIANCE
Algebra	Extremal methods, monotonicity, and invariants	volume	extremal argument			EXTREMAL VOLUME
Algebra	Extremal methods, monotonicity, and invariants	voting	extremal argument			EXTREMAL VOTING
Algebra	Extremal methods, monotonicity, and invariants	weights	extremal argument, weighting			EXTREMAL WEIGHTS
Algebra	Extremal methods, monotonicity, and invariants	adversarial game	extremal argument			EXTREMAL/ADVERSARIAL GAME
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, compactness-style argument			EXTREMAL/COMPACTNESS-STYLE ARGUMENT
Algebra	Extremal methods, monotonicity, and invariants	compression	extremal argument			EXTREMAL/COMPRESSION
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, convexity			EXTREMAL/CONVEXITY
Algebra	Extremal methods, monotonicity, and invariants	dirac-ore flavor	extremal argument, analogy/flavor	Dirac-Ore theorem		EXTREMAL/DIRAC-ORE FLAVOR
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, greedy algorithm			EXTREMAL/GREEDY
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, induction		inductive step	EXTREMAL/INDUCTION
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, invariant			EXTREMAL/INVARIANT
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, invariant			EXTREMAL/INVARIANTS
Algebra	Extremal methods, monotonicity, and invariants		extremal argument		last-step argument	EXTREMAL/LAST-STEP ARGUMENT
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, minimization			EXTREMAL/MINIMIZATION
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, minimum tracking			EXTREMAL/MINIMUM TRACKING
Algebra	Extremal methods, monotonicity, and invariants		extremal argument, monotonicity			EXTREMAL/MONOTONICITY
Algebra	Extremal methods, monotonicity, and invariants	ramsey-free	extremal argument			EXTREMAL/RAMSEY-FREE
Algebra	Extremal methods, monotonicity, and invariants		extremal argument		supremum argument	EXTREMAL/SUPREMUM
Algebra	Extremal methods, monotonicity, and invariants	topological configuration	extremal argument			EXTREMAL/TOPOLOGICAL
Algebra	Inequalities and optimization	trigonometric inequality	extremal argument			EXTREMAL/TRIG INEQUALITY
Algebra	Extremal methods, monotonicity, and invariants	worst-case	extremal argument		worst-case analysis	EXTREMAL/WORST-CASE
Combinatorics	Set systems, posets, and extremal set theory	F2 vector space	linear algebra over F2			F2 \MATHBB F_2F2‚Äö√Ñ√£ SET SYSTEMS/CODES
Combinatorics	Set systems, posets, and extremal set theory	F2 vector space	linear algebra over F2			F2 LINEAR STRUCTURE
Geometry	Geometry-flavored algebra	F2 vector space	linear algebra over F2			F2 VECTORS
Combinatorics	Set systems, posets, and extremal set theory	F2 vector space	linear algebra over F2			F2-LINEAR ALGEBRA
Algebra	Polynomials and algebraic manipulation	F2 vector space, polynomials	linear algebra over F2			F_2 POLYNOMIALS
Combinatorics	Combinatorial algebra and counting		counting			FACE COUNTING
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR ARGUMENTS
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR COMPARISON
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR COMPLEXITY
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR CONSTRAINTS
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR MANIPULATION
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR PAIRS
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR RATIOS
Algebra	Polynomials and algebraic manipulation		factorization			FACTOR-CHAINS
Algebra	Polynomials and algebraic manipulation		factorization		bound	FACTOR/BOUNDS
Algebra	Polynomials and algebraic manipulation	factorials	factorization			FACTORIAL BASIS
Algebra	Polynomials and algebraic manipulation	factorials	factorization			FACTORIAL CANCELLATION
Algebra	Polynomials and algebraic manipulation	factorials	factorization			FACTORIAL COMPARISON
Algebra	Polynomials and algebraic manipulation	factorials	dominance argument, factorization			FACTORIAL DOMINANCE
Algebra	Polynomials and algebraic manipulation	factorials	factorization			FACTORIAL GROWTH
Algebra	Polynomials and algebraic manipulation	factorials	factorization			FACTORIAL IDENTITIES
Algebra	Polynomials and algebraic manipulation	factorials	factorization			FACTORIAL INPUTS

Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Algebra	Polynomials and algebraic manipulation	factorials modulo n	factorial manipulation; modular reduction		congruence obstruction	FACTORIAL MODULUS
Algebra	Polynomials and algebraic manipulation	factorial products	factorization; product manipulation			FACTORIAL PRODUCTS
Algebra	Polynomials and algebraic manipulation	factorial sums	algebraic summation; factorial identities			FACTORIAL SUMS
Algebra	Polynomials and algebraic manipulation	factorial towers	growth comparison; recursive factorial structure			FACTORIAL TOWERS
Algebra	Polynomials and algebraic manipulation	factorials	factorial trick; factor extraction			FACTORIAL TRICK
Algebra	Polynomials and algebraic manipulation	factorial-type products	product factorization			FACTORIAL-TYPE PRODUCTS
Algebra	Polynomials and algebraic manipulation	factorials and powers	exponent comparison; factorial divisibility			FACTORIALS AND POWERS
Algebra	Polynomials and algebraic manipulation	factors; algebraic expressions	factoring trick			FACTORING TRICKS
Algebra	Polynomials and algebraic manipulation	factorization patterns	factorization argument			FACTORIZATION ARGUMENTS
Algebra	Algebraic structures and linear algebra	factorization monoids	monoid factorization			FACTORIZATION MONOIDS
Algebra	Extremal methods, monotonicity, and invariants	factorization descent	factorization; descent		descent	FACTORIZATION/DESCENT
Algebra	Polynomials and algebraic manipulation	discriminants	factorization; discriminant method			FACTORIZATION/DISCRIMINANTS
Algebra	Polynomials and algebraic manipulation	parametric factors	factorization; parameterization		parameterization	FACTORIZATION/PARAMETERIZATION
Geometry	Geometric inequalities and optimization	orthic triangle perimeter	geometric minimization	Fagnano problem	extremal/minimization	FAGNANO/ORTHIC PERIMETER
Combinatorics	Combinatorial algebra and counting	area model	false counting; invariant check		obstruction	FAKE AREA
Algebra	Extremal methods, monotonicity, and invariants	fake count	invariant			FAKE-COUNT INVARIANT
Combinatorics	Coloring, tiling, grids, and invariants	polygon triangulation	fan triangulation		construction	FAN TRIANGULATION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	rational fractions	mediants; tree construction	Farey sequence; Stern-Brocot tree	construction	FAREY/STERN-BROCOT
Combinatorics	Combinatorial algebra and counting	linear constraints	dual certificate	Farkas lemma	feasibility certificate	FARKAS-LEMMA VIEWPOINT
Combinatorics	Combinatorial algebra and counting	farthest graph	graph model; distance relation			FARTHEST GRAPH
Algebra	Sequences, recurrences, and series	power sums	moment identities	Faulhaber formulas		FAULHABER MOMENTS
Combinatorics	Pigeonhole, extremal principle, and averaging	feasible configurations	feasibility analysis			FEASIBILITY
Combinatorics	Graph theory	directed graph feedback arcs	feedback arc set; graph orientation		obstruction/optimization	FEEDBACK ARC SET
Combinatorics	Graph theory	graph feedback edges	feedback edge set; cycle breaking		obstruction/optimization	FEEDBACK EDGE SET
Geometry	Circle geometry	feet of perpendiculars	circle through feet			FEET CIRCLES
Algebra	Geometric inequalities and optimization	point configurations	energy/extremal point method	Fekete points	extremal	FEKETE POINTS
Combinatorics	Analytic estimates and asymptotics	subadditive structure	Fekete-style subadditivity	Fekete lemma	extremal/asymptotic	FEKETE/SUBADDITIVITY FLAVOR
Geometry	Geometric inequalities and optimization	median point; facility location	distance minimization	Fermat-Weber point	optimization	FERMAT-WEBER POINT
Geometry	Triangle centers and triangle configurations	Fermat point; Miquel point	spiral similarity; circle chasing	Fermat point; Miquel point		FERMAT/MIQUEL POINT
Combinatorics	Set systems, posets, and extremal set theory	Ferrers boards	rook polynomial / board representation			FERRERS BOARDS
Combinatorics	Set systems, posets, and extremal set theory	Ferrers diagram	partition diagram; Young diagram			FERRERS DIAGRAM
Combinatorics	Set systems, posets, and extremal set theory	Ferrers matrices	0-1 matrix structure; Ferrers order			FERRERS MATRICES
Combinatorics	Combinatorial algebra and counting	Ferrers graph; chain graph	graph representation; nested neighborhoods			FERRERS/CHAIN GRAPHS
Geometry	Circle geometry	incircle/excircle tangency	tangency chase	Feuerbach-type tangency		FEUERBACH-TYPE TANGENCY
Algebra	Extremal methods, monotonicity, and invariants	fibers; preimages	fiber size rigidity		rigidity	FIBER SIZE RIGIDITY
Algebra	Functional equations	fibers; preimages	preimage analysis			FIBERS/PREIMAGES
Algebra	Sequences, recurrences, and series	Fibonacci objects	recurrence counting	Fibonacci recurrence	counting	FIBONACCI COUNTING
Algebra	Sequences, recurrences, and series	Fibonacci exponents	recurrence; exponential growth	Fibonacci recurrence		FIBONACCI EXPONENTS
Algebra	Sequences, recurrences, and series	Fibonacci-type objects	recurrence counting	Fibonacci recurrence	counting	FIBONACCI-TYPE COUNTING
Algebra	Sequences, recurrences, and series	recurrence objects	Fibonacci-flavored recurrence	Fibonacci recurrence		FIBONACCI/RECURRENCE FLAVOR
Algebra	Algebraic structures and linear algebra	fields	field structure; field extensions			FIELD THEORY
Combinatorics	Algorithms, automata, words, and constructive combinatorics	words; periodic strings	periodicity argument	Fine-Wilf theorem	rigidity	FINE–WILF-TYPE ARGUMENTS
Combinatorics	Combinatorial geometry	finite arrangements	incidence arrangement			FINITE ARRANGEMENT
Number Theory	Discrete functions, floors, rounding, and base representation	automaton states	finite automaton; digit recurrence			FINITE AUTOMATON
Algebra	Pigeonhole, extremal principle, and averaging	finite bad set	avoidance argument		obstruction	FINITE AVOIDANCE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	branching process	finite branching		case split	FINITE BRANCHING
Combinatorics	Pigeonhole, extremal principle, and averaging	finite cases	case analysis		casework	FINITE CASE
Combinatorics	Pigeonhole, extremal principle, and averaging	finite cases	case analysis		casework	FINITE CASES
Algebra	Algebraic structures and linear algebra	finite closure	closure under operations			FINITE CLOSURE
Combinatorics	Coloring, tiling, grids, and invariants	finite colorings	coloring argument			FINITE COLORINGS
Number Theory	Modular arithmetic and congruences	finite cycles	cycle modulo n			FINITE CYCLES
Algebra	Extremal methods, monotonicity, and invariants	finite descent	descent		descent	FINITE DESCENT
Algebra	Discrete functions, floors, rounding, and base representation	finite differences; binomial sums; parity	finite difference method; parity			FINITE DIFFERENCES / BINOMIAL SUMS / PARITY
Algebra	Discrete functions, floors, rounding, and base representation	digit sets	base representation; finite digit set			FINITE DIGIT SETS
Algebra	Algebraic structures and linear algebra	discrete harmonic functions	finite Dirichlet problem	maximum principle		FINITE DIRICHLET PROBLEM
Number Theory	Pigeonhole, extremal principle, and averaging	finite enumeration	exhaustive enumeration		finite check	FINITE ENUMERATION
Algebra	Extremal methods, monotonicity, and invariants	finite extremal set	extremal selection		extremal	FINITE EXTREMAL
Algebra	Functional equations	finite fibers	fiber analysis			FINITE FIBERS
Combinatorics	Pigeonhole, extremal principle, and averaging	finite forcing	forcing argument		existence/forcing	FINITE FORCING
Algebra	Complex, trigonometric, and Fourier methods	characters on Z_p	finite Fourier transform; character sums			FINITE FOURIER/CHARACTERS ON Z_p
Combinatorics	Combinatorial algebra and counting	counting functions	finite Fourier counting; character sums		counting	FINITE FOURIER/COUNTING
Combinatorics	Pigeonhole, extremal principle, and averaging	finite games	game tree; strategy stealing			FINITE GAMES
Combinatorics	Algebraic structures and linear algebra	finitely generated structures	generation argument			FINITE GENERATION
Geometry	Finite geometry	affine plane over F_p; caps; arcs	finite geometry; finite-field model			FINITE GEOMETRY; AFFINE PLANE OVER F_p; CAPS/ARCS
Combinatorics	Combinatorial algebra and counting	finite graph dynamics	graph process; iteration			FINITE GRAPH DYNAMICS
Algebra	Functional equations	finite image	image restriction			FINITE IMAGE
Geometry	Geometry-flavored algebra	finite lattices	lattice geometry			FINITE LATTICES
Combinatorics	Algebraic structures and linear algebra	vector spaces over finite fields	linear algebra over finite fields			FINITE LINEAR ALGEBRA
Number Theory	Modular arithmetic and congruences	discrete logarithms	finite logarithm			FINITE LOGARITHM
Combinatorics	Pigeonhole, extremal principle, and averaging	finite maps	pigeonhole on functions		pigeonhole	FINITE MAPS
Geometry	Metric geometry	finite metric spaces	distance structure			FINITE METRIC GEOMETRY
Algebra	Algebraic structures and linear algebra	finite monoids	monoid structure			FINITE MONOIDS
