Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Geometry	Circle geometry	circle	angle chase	Inscribed angle theorem	angle chase	CIRCLE ANGLE CHASE
Combinatorics	Combinatorial geometry	circle arrangement	arrangement counting	NULL	counting	CIRCLE ARRANGEMENTS
Geometry	Circle geometry	circle	BIC configuration	NULL	configuration	CIRCLE BIC
Geometry	Circle geometry	circle center	side-center condition	NULL	locus	CIRCLE CENTER ON SIDE
Geometry	Circle geometry	chord	circle chord theorem	NULL	metric relation	CIRCLE CHORD
Geometry	Circle geometry	circle constraints	constraint chase	NULL	condition forcing	CIRCLE CONSTRAINTS
Geometry	Geometry-flavored algebra	circle	coordinate setup	NULL	coordinate computation	CIRCLE COORDINATES
Algebra	Geometry-flavored algebra	circle covering	covering argument	NULL	covering	CIRCLE COVERING
Geometry	Circle geometry	circle	criteria for cyclicity	NULL	criterion	CIRCLE CRITERIA
Geometry	Circle geometry	diameter circle	diameter angle theorem	Thales theorem	angle/metric relation	CIRCLE DIAMETERS
Geometry	Circle geometry	circle family	family/locus method	NULL	locus	CIRCLE FAMILIES
Geometry	Circle geometry	circle family	family/locus method	NULL	locus	CIRCLE FAMILY
Combinatorics	Combinatorial geometry	circle gaps	circular gap argument	NULL	pigeonhole/bounding	CIRCLE GAP
Geometry	Circle geometry	circle	equal chords/inversion	Equal chords theorem; inversion	metric relation	CIRCLE GEOMETRY / INVERSION / EQUAL CHORDS
Geometry	Circle geometry	circle	radical-axis/symmetry	Radical axis theorem	structural geometry	CIRCLE GEOMETRY / RADICAL AXIS / SYMMETRY
Combinatorics	Graph theory	circle graph	intersection graph	NULL	modeling	CIRCLE GROUP
Geometry	Circle geometry	circle intersection	intersection criterion	NULL	criterion	CIRCLE INTERSECTION CRITERION
Geometry	Circle geometry	circle involution	involution on circle	NULL	transformation	CIRCLE INVOLUTIONS
Geometry	Circle geometry	circle locus	locus method	NULL	locus	CIRCLE LOCUS
Geometry	Circle geometry	projections	projection circle	NULL	locus	CIRCLE OF PROJECTIONS
Geometry	Geometry-flavored algebra	circle	parametrization	NULL	coordinate setup	CIRCLE PARAMETRIZATION
Geometry	Circle geometry	power of a point	power chase	Power of a point	metric relation	CIRCLE POWER
Geometry	Circle geometry	circle reversion	reversion/inversion	NULL	transformation	CIRCLE REVERSION
Geometry	Combinatorial geometry	circles	separation argument	NULL	separation	CIRCLE SEPARATION
Geometry	Circle geometry	fixed-point circle	circle through fixed point	NULL	locus	CIRCLE THROUGH FIXED POINT
Geometry	Geometry-flavored algebra	tangent circle	circle through tangent point	NULL	coordinate/metric relation	CIRCLE THROUGH III TANGENT AT AAA
Geometry	Circle geometry	moving-point circle	moving circle locus	NULL	locus	CIRCLE THROUGH MOVING POINTS
Geometry	Circle geometry	centered circle	fixed center condition	NULL	locus	CIRCLE WITH CENTER MMM
Geometry	Circle geometry	diameter circle	circle with diameter BC	Thales theorem	cyclicity	CIRCLE WITH DIAMETER BC
Geometry	Circle geometry	fixed-center circle	fixed center condition	NULL	locus	CIRCLE WITH FIXED CENTER
Geometry	Circle geometry	circle-line incidence	incidence chase	NULL	incidence	CIRCLE-LINE INCIDENCE
Geometry	Circle geometry	circle and angle bisector	angle-bisector chase	NULL	configuration	CIRCLE/ANGLE BISECTOR
Geometry	Circle geometry	circle centers	center chase	NULL	locus	CIRCLE/CENTERS
Geometry	Circle geometry	circle-line degeneration	degenerate circle/line	NULL	limiting case	CIRCLE/LINE DEGENERATION
Geometry	Circle geometry	circle-line projection	projection	NULL	transformation	CIRCLE/LINE PROJECTION
Geometry	Geometry-flavored algebra	circle tangent configuration	tangent chase	Tangent-chord theorem	metric relation	CIRCLE/TANGENT CONFIGURATION
Geometry	Geometry-flavored algebra	circles and tangents	tangent geometry	Tangent-chord theorem	configuration	CIRCLES & TANGENTS
Geometry	Circle geometry	circles	inversion/homothety	Inversion; homothety	transformation	CIRCLES / INVERSION / HOMOTHETY
Geometry	Circle geometry	circles and orthocenter	orthocenter/circle chase	NULL	configuration	CIRCLES / ORTHOCENTER CONFIGURATION
Geometry	Circle geometry	circles and reflections	reflection/cyclicity	NULL	transformation	CIRCLES / REFLECTIONS / CYCLIC QUADRILATERAL
Geometry	Geometry-flavored algebra	circles/tangents/orthic triangle	angle chase	Tangent-chord theorem	configuration	CIRCLES / TANGENTS / ORTHIC TRIANGLE / ANGLE CHASE
Geometry	Circle geometry	circles and perpendiculars	perpendicular/circle chase	NULL	configuration	CIRCLES AND PERPENDICULARS
Combinatorics	Combinatorial geometry	circles through points	incidence counting	NULL	counting	CIRCLES THROUGH POINTS
Geometry	Circle geometry	circles and angles	angle chase	Inscribed angle theorem	angle chase	CIRCLES/ANGLES
Geometry	Circle geometry	coaxal circles	coaxality	Radical axis theorem	structural geometry	CIRCLES/COAXALITY
Geometry	Geometry-flavored algebra	circles and tangent	tangent geometry	Tangent-chord theorem	configuration	CIRCLES/TANGENT
Combinatorics	Graph theory	circulant graph	cyclic graph model	NULL	modeling	CIRCULANT GRAPH
Number Theory	Algebraic structures and linear algebra	circulant linear map	modular linear algebra	NULL	structural algebra	CIRCULANT LINEAR MAPS
Algebra	Algebraic structures and linear algebra	circulant matrix	matrix diagonalization	NULL	structural algebra	CIRCULANT MATRICES
Combinatorics	Combinatorial algebra and counting	circulant matrix	cyclic counting	NULL	counting	CIRCULANT MATRIX
Combinatorics	Counting and enumerative combinatorics	circular arrangement	cyclic ordering	NULL	counting	CIRCULAR ARRANGEMENT
Algebra	Sequences, recurrences, and series	circular binary sequence	cyclic sequence recursion	NULL	recursion	CIRCULAR BINARY SEQUENCE
Combinatorics	Coloring, tiling, grids, and invariants	circular coloring	cyclic coloring	NULL	coloring	CIRCULAR COLORING
Combinatorics	Combinatorial geometry	circular distance	distance on cycle/circle	NULL	metric bound	CIRCULAR DISTANCE
Geometry	Circle geometry	circular locus	locus method	NULL	locus	CIRCULAR LOCUS
Combinatorics	Counting and enumerative combinatorics	circular permutations	cyclic permutations	NULL	counting	CIRCULAR PERMUTATIONS
Geometry	Circle geometry	circular segments	segment geometry	NULL	metric computation	CIRCULAR SEGMENTS
Combinatorics	Combinatorial geometry	circular visibility	visibility graph	NULL	incidence	CIRCULAR VISIBILITY
Geometry	Convex geometry	circular arc	circular-arc convexity	NULL	convexity	CIRCULAR-ARC CONVEXITY
Geometry	Triangle centers and triangle configurations	circumcenter	barycentrics	NULL	coordinate setup	CIRCUMCENTER BARYCENTRICS
Geometry	Triangle centers and triangle configurations	circumcenter	center chase	NULL	configuration	CIRCUMCENTER CHASING
Geometry	Triangle centers and triangle configurations	circumcenter	collinearity chase	NULL	collinearity	CIRCUMCENTER COLLINEARITY
Geometry	Triangle centers and triangle configurations	circumcenter	condition forcing	NULL	criterion	CIRCUMCENTER CONDITION
Geometry	Triangle centers and triangle configurations	circumcenter	criterion	NULL	criterion	CIRCUMCENTER CRITERION
Geometry	Triangle centers and triangle configurations	circumcenter	distance chase	NULL	metric relation	CIRCUMCENTER DISTANCE
Geometry	Triangle centers and triangle configurations	circumcenter maps	map/locus method	NULL	transformation	CIRCUMCENTER MAPS
Geometry	Triangle centers and triangle configurations	circumcenter	symmetry chase	NULL	symmetry	CIRCUMCENTER SYMMETRY
Geometry	Geometry-flavored algebra	circumcenter vectors	vector method	NULL	coordinate setup	CIRCUMCENTER VECTORS
Geometry	Triangle centers and triangle configurations	circumcenter/orthocenter	Euler-line style chase	Euler line	configuration	CIRCUMCENTER/ORTHOCENTER GEOMETRY
Geometry	Triangle centers and triangle configurations	circumcenters on cevians	center-cevian chase	NULL	configuration	CIRCUMCENTERS ON CEVIANS
Geometry	Circle geometry	circumcircle	computation	NULL	metric computation	CIRCUMCIRCLE COMPUTATION
Geometry	Circle geometry	circumcircle	cyclicity condition	NULL	criterion	CIRCUMCIRCLE CONDITION
Geometry	Circle geometry	circumcircle	angle/circle chase	Inscribed angle theorem	configuration	CIRCUMCIRCLE GEOMETRY
Geometry	Circle geometry	circumcircle of BHC	orthocenter circle chase	NULL	configuration	CIRCUMCIRCLE OF BHC
Geometry	Geometry-flavored algebra	circumcircle	parametrization	NULL	coordinate setup	CIRCUMCIRCLE PARAMETRIZATION
Geometry	Circle geometry	circumcircle secant	secant power chase	Power of a point	metric relation	CIRCUMCIRCLE SECANT
Geometry	Circle geometry	circumcircle tangency	tangent-chord chase	Tangent-chord theorem	configuration	CIRCUMCIRCLE TANGENCY
Geometry	Circle geometry	circumcircle antipode	antipode construction	NULL	construction	CIRCUMCIRCLE/ANTIPODE
Geometry	Circle geometry	circumcircle/excenter	excenter circle chase	NULL	configuration	CIRCUMCIRCLE/EXCENTER
Geometry	Geometry-flavored algebra	circumcircle tangent	tangent-chord chase	Tangent-chord theorem	configuration	CIRCUMCIRCLE/TANGENT
Geometry	Geometry-flavored algebra	circumcircle tangent	tangent geometry	Tangent-chord theorem	configuration	CIRCUMCIRCLE/TANGENT GEOMETRY
Geometry	Geometry-flavored algebra	circumcircle tangents	tangent geometry	Tangent-chord theorem	configuration	CIRCUMCIRCLE/TANGENTS
Geometry	Triangle centers and triangle configurations	circumradius	radius chase	NULL	metric relation	CIRCUMRADIUS CHASE
Algebra	Inequalities and optimization	circumradius	circumradius inequality	Euler/Routh-type inequalities	bounding	CIRCUMRADIUS INEQUALITY
Geometry	Triangle centers and triangle configurations	circumradius	radius relation	NULL	metric relation	CIRCUMRADIUS RELATION
Geometry	Triangle centers and triangle configurations	circumradius and center distance	radius-center distance	NULL	metric relation	CIRCUMRADIUS-CENTER DISTANCE
Geometry	Core Euclidean geometry	classical construction	compass-straightedge construction	NULL	construction	CLASSICAL CONSTRUCTION
Combinatorics	Counting and enumerative combinatorics	classification	classification/counting	NULL	classification	CLASSIFICATION/COUNTING
Combinatorics	Combinatorial algebra and counting	cliques	clique counting	NULL	counting	CLIQUE COUNTING
Combinatorics	Graph theory	clique cover	covering argument	NULL	covering	CLIQUE COVERS
Combinatorics	Graph theory	clique hypergraph	hypergraph clique model	NULL	modeling	CLIQUE HYPERGRAPHS
Combinatorics	Graph theory	clique intersection	intersection argument	NULL	structural graph	CLIQUE INTERSECTION
Combinatorics	Graph theory	clique number	extremal clique bound	NULL	bounding	CLIQUE NUMBER
Combinatorics	Graph theory	clique partition	partition argument	NULL	decomposition	CLIQUE PARTITION
Algebra	Inequalities and optimization	clique counts	count inequalities	NULL	bounding	CLIQUE-COUNT INEQUALITIES
Algebra	Sequences, recurrences, and series	closed form	closed-form derivation	NULL	formula derivation	CLOSED FORM
Algebra	Algebraic structures and linear algebra	closure operation	closure	NULL	structural algebra	CLOSURE OPERATIONS
Algebra	Algebraic structures and linear algebra	closure properties	closure	NULL	structural algebra	CLOSURE PROPERTIES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	closure rule	closure process	NULL	dynamics	CLOSURE RULE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	closure classification	closure/classification	NULL	classification	CLOSURE/CLASSIFICATION
Algebra	Extremal methods, monotonicity, and invariants	closure invariant	closure/invariant	NULL	invariant	CLOSURE/INVARIANTS
Geometry	Circle geometry	coaxal lines	radical-axis method	Radical axis theorem	collinearity	COAXAL LINES
Geometry	Circle geometry	coaxal pencil	radical-axis method	Radical axis theorem	structural geometry	COAXAL PENCIL
Geometry	Circle geometry	coaxal pencils	radical-axis method	Radical axis theorem	structural geometry	COAXAL PENCILS
Geometry	Circle geometry	coaxal/spiral configuration	spiral similarity	Radical axis theorem; spiral similarity	structural geometry	COAXAL/SPIRAL-STYLE GEOMETRY
Geometry	Circle geometry	coaxal tangent circles	coaxality/tangency	Radical axis theorem	configuration	COAXAL/TANGENCY
Geometry	Circle geometry	coaxal tangent circles	coaxality/tangency	Radical axis theorem	configuration	COAXAL/TANGENT CIRCLES
Geometry	Circle geometry	coaxal circles	common point criterion	Radical axis theorem	concurrency	COAXALITY/COMMON POINT
Geometry	Circle geometry	diameter circles	coaxality	Radical axis theorem	structural geometry	COAXALITY/DIAMETER CIRCLES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	code/coding	coding flavor	NULL	modeling	CODING FLAVOR
Combinatorics	Algorithms, automata, words, and constructive combinatorics	code	coding-theory idea	NULL	modeling	CODING THEORY FLAVOR
Combinatorics	Algorithms, automata, words, and constructive combinatorics	weights	coding-style weight lemma	NULL	bounding	CODING-STYLE WEIGHT LEMMA
Combinatorics	Algorithms, automata, words, and constructive combinatorics	code	coding-theory viewpoint	NULL	transformation	CODING-THEORY VIEWPOINT
Combinatorics	Algorithms, automata, words, and constructive combinatorics	codes/determinacy	coding/determinacy	NULL	structural classification	CODING/DETERMINACY
Algebra	Polynomials and algebraic manipulation	coefficients	convolution	NULL	coefficient extraction	COEFFICIENT CONVOLUTION
Algebra	Polynomials and algebraic manipulation	coefficients	coefficient descent	NULL	descent	COEFFICIENT DESCENT
Algebra	Polynomials and algebraic manipulation	coefficients	coefficient permutations	NULL	symmetry	COEFFICIENT PERMUTATIONS
Algebra	Polynomials and algebraic manipulation	coefficients	coefficient perturbation	NULL	perturbation	COEFFICIENT PERTURBATION
Algebra	Polynomials and algebraic manipulation	coefficients	coefficient vanishing	NULL	zero forcing	COEFFICIENT VANISHING
Number Theory	Additive/combinatorial number theory	image set	cofinite image	NULL	surjectivity/finiteness	COFINITE IMAGE
Combinatorics	Graph theory	cograph	graph decomposition	NULL	structural graph	COGRAPHS
Algebra	Polynomials and algebraic manipulation	integer polynomial	Cohn criterion	Cohn irreducibility criterion	irreducibility	COHN CRITERION
Algebra	Extremal methods, monotonicity, and invariants	coinvariant ring	algebraic invariant	NULL	structural algebra	COINVARIANT RING
Algebra	Equations, substitutions, and transformations	collapse	collapse argument	NULL	reduction	COLLAPSE
Geometry	Core Euclidean geometry	collinearity	Gauss/Monge-style line	Gauss line; Monge theorem	collinearity	COLLINEARITY (GAUSS/MONGE FLAVOR)
Geometry	Core Euclidean geometry	collinearity	criterion	NULL	collinearity	COLLINEARITY CRITERIA
Geometry	Geometry-flavored algebra	collinearity	determinant test	NULL	coordinate proof	COLLINEARITY DETERMINANT
Combinatorics	Algorithms, automata, words, and constructive combinatorics	collisions	collision control	NULL	injection/avoidance	COLLISION CONTROL
Combinatorics	Algorithms, automata, words, and constructive combinatorics	collision process	process invariant	NULL	dynamics	COLLISION PROCESS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	collision systems	system dynamics	NULL	dynamics	COLLISION SYSTEMS
Number Theory	Additive/combinatorial number theory	collisions	collision avoidance	NULL	injection	COLLISION-AVOIDANCE
Combinatorics	Coloring, tiling, grids, and invariants	color classes	color partition	NULL	structural setup	COLOR CLASSES
Combinatorics	Coloring, tiling, grids, and invariants	color energy	energy counting	NULL	bounding	COLOR ENERGY
Combinatorics	Coloring, tiling, grids, and invariants	color imbalance	imbalance invariant	NULL	invariant	COLOR IMBALANCE
Combinatorics	Graph theory	colored degrees	degree sum argument	NULL	bounding	COLOR-DEGREE SUMS
Combinatorics	Graph theory	colored complete graph	Ramsey-style coloring	Ramsey theorem	modeling	COLORED COMPLETE GRAPHS
Combinatorics	Graph theory	colored components	component coloring	NULL	decomposition	COLORED COMPONENTS
Combinatorics	Combinatorial geometry	colored points	colored point-set argument	NULL	configuration	COLORED POINTS
Algebra	Extremal methods, monotonicity, and invariants	coloring	local-to-global invariant	NULL	invariant	COLORING / INVARIANTS / LOCAL-TO-GLOBAL
Combinatorics	Coloring, tiling, grids, and invariants	coloring	coloring argument	NULL	obstruction	COLORING ARGUMENTS
Combinatorics	Coloring, tiling, grids, and invariants	depth coloring	coloring by depth	NULL	invariant	COLORING BY DEPTH
Combinatorics	Coloring, tiling, grids, and invariants	depth modulo k	coloring by depth mod k	NULL	invariant	COLORING BY DEPTH MOD KKK
Combinatorics	Coloring, tiling, grids, and invariants	coloring obstruction	obstruction coloring	NULL	obstruction	COLORING OBSTRUCTION
Geometry	Combinatorial geometry	colored areas	area-coloring obstruction	NULL	obstruction	COLORING/AREA OBSTRUCTION
Combinatorics	Counting and enumerative combinatorics	coloring	coloring/counting	NULL	counting	COLORING/COUNTING
Combinatorics	Coloring, tiling, grids, and invariants	height function	coloring/height function	NULL	invariant	COLORING/HEIGHT FUNCTION
Algebra	Extremal methods, monotonicity, and invariants	coloring	coloring invariant	NULL	invariant	COLORING/INVARIANT
Combinatorics	Coloring, tiling, grids, and invariants	colorings	coloring	NULL	coloring	COLORINGS
Combinatorics	Coloring, tiling, grids, and invariants	grid colorings	grid constraints	NULL	obstruction	COLORINGS/GRID CONSTRAINTS
Combinatorics	Coloring, tiling, grids, and invariants	colouring	coloring	NULL	coloring	COLOURING
Combinatorics	Extremal combinatorics and probabilistic method	extremal minimum	extremal principle	NULL	lower/upper bound	COMB - EXTREMAL/MINIMUM; STATEMENT CAVEAT
Combinatorics	Counting and enumerative combinatorics	sorted word	counting modulo n	NULL	counting	COMB - SORTED WORD; COUNTING MODULO N
Combinatorics	Combinatorial geometry	disks	extremal separation	NULL	extremal subset	COMB GEO - DISKS; SEPARATION; EXTREMAL SUBSETS
Geometry	Combinatorial geometry	triangular lattice	enumeration/symmetry	NULL	counting	COMB GEO - TRIANGULAR LATTICE; ENUMERATION; SYMMETRY
Combinatorics	Graph theory	interval graph	extremal construction	NULL	construction	COMB GEOMETRY; INTERVAL GRAPHS; EXTREMAL CONSTRUCTION
Combinatorics	Graph theory	paths/Hamiltonian obstruction	extremal path argument	Hamiltonian obstruction	extremal obstruction	COMB-GRAPH THEORY; EXTREMAL PATHS; HAMILTONIAN OBSTRUCTION
Combinatorics	Algorithms, automata, words, and constructive combinatorics	interval covering	continuous extremal scheduling	NULL	optimization	COMB-INTERVAL COVERING; CONTINUOUS EXTREMAL; SCHEDULING
Combinatorics	Graph theory	matchings/blockers	Hall/Kőnig coloring	Hall; Kőnig	blocking/extremal	COMB-MATCHINGS; HALL/KÖNIG; BLOCKERS; EXTREMAL COLORING
Combinatorics	Coloring, tiling, grids, and invariants	path parity	parity invariant/chessboard coloring	NULL	invariant	COMB-PARITY INVARIANT; CHESSBOARD COLORING; PATH PARITY
Combinatorics	Sequences and recurrences	binary strings	recursion/invariant induction	NULL	induction	COMB-RECURSION; BINARY STRINGS; INVARIANT/INDUCTION
Algebra	Sequences, recurrences, and series	sequence/expression	telescoping convexity	NULL	invariant/estimate	COMB/ALG - INVARIANT; TELESCOPING; CONVEXITY
Combinatorics	Combinatorial geometry	transversal/stabbing	extremal geometry	NULL	extremal bound	COMB/GEO; EXTREMAL GEOMETRY; TRANSVERSAL/STABBING FLAVOR
Algebra	Combinatorial algebra and counting	combinatorial algebra	algebraic counting	NULL	modeling	COMBINATORIAL ALGEBRA
Algebra	Polynomials and algebraic manipulation	combinatorial coefficients	coefficient method	NULL	coefficient extraction	COMBINATORIAL COEFFICIENTS
Combinatorics	Counting and enumerative combinatorics	combinatorial objects	counting	NULL	counting	COMBINATORIAL COUNTING
Combinatorics	Set systems, posets, and extremal set theory	combinatorial design	design construction	NULL	construction	COMBINATORIAL DESIGN
Combinatorics	Games and strategies	combinatorial game	minimax/lattice/divisibility	NULL	strategy	COMBINATORIAL GAMES; LATTICE THEORY; MINIMAX; DIVISIBILITY
Geometry	Combinatorial geometry	line arrangements	levels	NULL	incidence/counting	COMBINATORIAL GEOMETRY; LINE ARRANGEMENTS; LEVELS
Combinatorics	Combinatorial geometry	triangulations	parity/extremal counting	NULL	extremal counting	COMBINATORIAL GEOMETRY; TRIANGULATIONS; PARITY; EXTREMAL COUNTING
Combinatorics	Counting and enumerative combinatorics	combinatorial identities	identity proof	NULL	identity	COMBINATORIAL IDENTITIES
Algebra	Polynomials and algebraic manipulation	polynomial zeros	combinatorial Nullstellensatz	Combinatorial Nullstellensatz	existence	COMBINATORIAL NULLSTELLENSATZ
Algebra	Extremal methods, monotonicity, and invariants	potential function	combinatorial potential	NULL	invariant	COMBINATORIAL POTENTIAL THEORY
Algebra	Sequences, recurrences, and series	combinatorial sums	summation	NULL	sum evaluation	COMBINATORIAL SUMMATION
Combinatorics	General combinatorics	combinatorics	general combinatorial method	NULL	general tag	COMBINATORICS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	cellular automata	induction/modular invariant	NULL	invariant	COMBINATORICS; CELLULAR AUTOMATA; INDUCTION; INVARIANTS/MODULAR PATTERNS
Combinatorics	Combinatorial geometry	cyclic geometry	extremal counting	NULL	extremal counting	COMBINATORICS; CYCLIC GEOMETRY; EXTREMAL COUNTING
Combinatorics	Graph theory	directed bipartite graph	fixed-point method	Fixed point theorem	fixed point	COMBINATORICS; DIRECTED BIPARTITE GRAPH; FIXED POINT
Combinatorics	Counting and enumerative combinatorics	generating functions	parity generating function	NULL	counting	COMBINATORICS; GENERATING FUNCTIONS; PARITY
Algebra	Polynomials and algebraic manipulation	graph factorization	group actions/involutions	NULL	decomposition	COMBINATORICS; GRAPH FACTORIZATION; GROUP ACTIONS; INVOLUTIONS
Combinatorics	Graph theory	hypergraphs	greedy algorithm	NULL	construction	COMBINATORICS; GREEDY ALGORITHM; HYPERGRAPHS
Combinatorics	Counting and enumerative combinatorics	permutations	dominance/Bruhat induction	Bruhat order	induction	COMBINATORICS; PERMUTATIONS; DOMINANCE ORDER; BRUHAT ORDER; INDUCTION
Algebra	Polynomials and algebraic manipulation	convex hulls	probabilistic method/polynomial identity	NULL	existence	COMBINATORICS; PROBABILISTIC METHOD; CONVEX HULLS; POLYNOMIAL IDENTITY
Algebra	Polynomials and algebraic manipulation	subgroup cosets	roots of unity filter	Roots of unity filter	counting	COMBINATORICS; ROOTS OF UNITY; SUBGROUP COSETS
Combinatorics	Coloring, tiling, grids, and invariants	tilings	Hall local-to-global condition	Hall's theorem	existence	COMBINATORICS; TILINGS; HALL'S THEOREM; LOCAL-TO-GLOBAL CONDITION
Geometry	Circle geometry	common chord	radical-axis chase	Radical axis theorem	collinearity	COMMON CHORD
Combinatorics	Graph theory	common neighbors	neighborhood counting	NULL	bounding	COMMON NEIGHBORS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	communication protocol	protocol/decision-tree method	NULL	lower bound	COMMUNICATION PROTOCOLS
Algebra	Algebraic structures and linear algebra	commuting matrices	simultaneous structure	NULL	structural algebra	COMMUTING MATRICES
Combinatorics	Algorithms, automata, words, and constructive combinatorics	commuting operations	operation swapping	NULL	invariant	COMMUTING OPERATIONS
Algebra	Algebraic structures and linear algebra	translations	commuting translations	NULL	structural algebra	COMMUTING TRANSLATIONS
Geometry	Combinatorial geometry	compactness caveat	compactness limitation	NULL	caveat	COMPACTNESS CAVEAT
Algebra	Extremal methods, monotonicity, and invariants	compactness idea	compactness argument	NULL	existence	COMPACTNESS IDEA
Algebra	Extremal methods, monotonicity, and invariants	compactness intuition	compactness heuristic	NULL	existence	COMPACTNESS INTUITION
Algebra	Extremal methods, monotonicity, and invariants	extremal configuration	compactness/extremal argument	NULL	existence	COMPACTNESS/EXTREMAL CONFIGURATION
Number Theory	Algebraic structures and linear algebra	companion matrix	matrix recurrence	NULL	structural representation	COMPANION MATRIX
Combinatorics	Graph theory	comparability graph	poset graph model	NULL	modeling	COMPARABILITY GRAPHS
Algebra	Inequalities and optimization	quantities	comparison inequalities	NULL	comparison	COMPARISON INEQUALITIES
Algebra	Inequalities and optimization	ordered quantities	comparison principle	NULL	bounding	COMPARISON PRINCIPLE
Algebra	Inequalities and optimization	expression	comparison/symmetrization/self-composition	NULL	transformation	COMPARISON/SYMMETRIZATION/SELF-COMPOSITION
Combinatorics	Set systems, posets, and extremal set theory	compatible objects	compatibility condition	NULL	existence	COMPATIBILITY
Combinatorics	Counting and enumerative combinatorics	complement	complement trick	NULL	transformation	COMPLEMENT
Combinatorics	Counting and enumerative combinatorics	complement	complement counting	NULL	counting	COMPLEMENT COUNTING
Combinatorics	Counting and enumerative combinatorics	complement	complement trick	NULL	transformation	COMPLEMENT TRICK
Algebra	Equations, substitutions, and transformations	complementary boxes	box complement	NULL	transformation	COMPLEMENTARY BOXES
Algebra	Sequences, recurrences, and series	complementary sequences	complementary sequence method	NULL	decomposition	COMPLEMENTARY SEQUENCES
Combinatorics	Graph theory	complete bipartite graph	complete bipartite model	NULL	modeling	COMPLETE BIPARTITE GRAPHS
Combinatorics	Graph theory	complete graph	complete graph model	NULL	modeling	COMPLETE GRAPH MODEL
Algebra	Polynomials and algebraic manipulation	complete homogeneous sums	symmetric polynomial method	NULL	symmetric sum	COMPLETE HOMOGENEOUS SUMS
Combinatorics	Additive/combinatorial number theory	complete mapping	group/additive construction	Complete mapping theorem	construction	COMPLETE MAPPINGS
Geometry	Projective geometry	complete quadrilateral	quadrilateral chase	NULL	configuration	COMPLETE QUADRILATERAL GEOMETRY
Algebra	Sequences, recurrences, and series	complete sequence	sequence construction	NULL	construction	COMPLETE SEQUENCES
Algebra	Equations, substitutions, and transformations	quadratic expression	completing the square	NULL	transformation	COMPLETING THE SQUARE
Algebra	Polynomials and algebraic manipulation	roots of unity	complex polynomial method	Roots of unity filter	coefficient extraction	COMPLEX (ROOTS OF UNITY)
Algebra	Complex, trigonometric, and Fourier methods	complex numbers	conjugation	NULL	transformation	COMPLEX CONJUGATION
Algebra	Complex, trigonometric, and Fourier methods	complex differences	vector differences	NULL	coordinate setup	COMPLEX DIFFERENCES
Algebra	Polynomials and algebraic manipulation	complex polynomial	factorization	NULL	factorization	COMPLEX FACTORIZATION
Algebra	Inequalities and optimization	complex numbers	complex inequality	NULL	bounding	COMPLEX INEQUALITIES
Geometry	Geometry-flavored algebra	complex lattice	lattice in complex plane	NULL	coordinate setup	COMPLEX LATTICES
Algebra	Complex, trigonometric, and Fourier methods	complex modulus	modulus estimate	NULL	bounding	COMPLEX MODULUS
Algebra	Polynomials and algebraic manipulation	extremal polynomial	Fourier/Parseval/minimax	Parseval identity	extremal polynomial	COMPLEX NUMBERS; EXTREMAL POLYNOMIALS; FOURIER/PARSEVAL; MINIMAX
Algebra	Polynomials and algebraic manipulation	roots on circle	symmetric sums	NULL	structural polynomial	COMPLEX NUMBERS; ROOTS ON A CIRCLE; SYMMETRIC SUMS
Algebra	Complex, trigonometric, and Fourier methods	unit circle	real-part maximization	NULL	maximization	COMPLEX NUMBERS; UNIT CIRCLE; REAL-PART MAXIMIZATION
Algebra	Extremal methods, monotonicity, and invariants	complex vectors	convexity/monotonicity	NULL	extremal comparison	COMPLEX NUMBERS; VECTOR GEOMETRY; CONVEXITY/MONOTONICITY
Algebra	Complex, trigonometric, and Fourier methods	complex plane	projective geometry setup	NULL	coordinate setup	COMPLEX PLANE/PROJECTIVE GEOMETRY
Algebra	Polynomials and algebraic manipulation	complex polynomials	root bounds	Gauss-Lucas; Rouché; argument principle	root analysis	COMPLEX POLYNOMIALS; GAUSS-LUCAS; FEWNOMIAL ROOT BOUNDS; ARGUMENT PRINCIPLE/ROUCHÉ
Algebra	Polynomials and algebraic manipulation	complex polynomial level sets	lemniscate/convexity	NULL	geometric polynomial analysis	COMPLEX POLYNOMIALS; GEOMETRY OF LEVEL SETS; CONVEXITY; LEMNISCATES
Algebra	Complex, trigonometric, and Fourier methods	complex numbers	complex method possible	NULL	backup method	COMPLEX POSSIBLE
Algebra	Complex, trigonometric, and Fourier methods	complex rotations	rotation multiplication	NULL	transformation	COMPLEX ROTATIONS
Geometry	Core Euclidean geometry	complex vectors	vector method	NULL	coordinate setup	COMPLEX VECTORS
Algebra	Polynomials and algebraic manipulation	complex vectors/roots of unity	roots-of-unity vector method	Roots of unity filter	coordinate/counting	COMPLEX VECTORS/ROOTS OF UNITY
Geometry	Geometry-flavored algebra	complex/affine setup	affine complex coordinates	NULL	coordinate setup	COMPLEX/AFFINE SETUP
